,artist(s),track,market,release date,danceability,energy,loudness,mode,acousticness,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,language,languages,lang 1,lang 2,lang 3
535,Stormy,Africain,ma,1/14/21,0.521,0.691,-6.615,0,0.302,0.286,0.0024,0.0853,0.747,79.885,224721,3,ar,"['ar', 'fr', 'sv']",0.451612903,0.177419355,0.129032258
536,"Abdeelgha4, Ily",D'accord,ma,1/14/21,0.835,0.736,-4.906,0,0.438,0.0751,0.000204,0.078,0.841,110.024,179053,4,ar,"['ar', 'pl', 'fr']",0.735294118,0.117647059,0.088235294
537,Snor,Darja,ma,1/14/21,0.727,0.719,-6.321,1,0.374,0.0562,1.19e-05,0.306,0.854,132.033,134583,4,ar,"['ar', 'fr', 'el']",0.653846154,0.25,0.019230769
538,"Raste, Furelise",Ah Bon,ma,1/14/21,0.819,0.491,-9.272,0,0.3,0.193,0.0,0.266,0.579,114.021,222062,4,ar,"['ar', 'fr', 'en']",0.745454545,0.127272727,0.036363636
539,Snor,De9a De9a,ma,1/14/21,0.639,0.664,-6.735,0,0.0438,0.0424,0.00121,0.128,0.483,149.957,203259,4,ar,"['ar', 'en', 'ku']",0.763157895,0.105263158,0.052631579
540,Smallx,B&M,ma,1/14/21,0.84,0.766,-4.12,1,0.00302,0.136,3.61e-06,0.0684,0.402,94.018,155884,4,ar,"['ar', 'en', 'gu']",0.95,0.025,0.025
541,Plylist,Lili,ma,1/14/21,0.812,0.354,-8.609,0,0.517,0.0648,0.0,0.16,0.223,100.038,177601,4,ar,"['ar', 'en', 'fr']",0.876923077,0.030769231,0.030769231
542,ElGrandeToto,A.D.H.D.,ma,1/14/21,0.609,0.799,-6.883,1,0.33,0.24,0.0,0.108,0.582,157.74,215509,4,fr,"['fr', 'ar', 'en']",0.607843137,0.196078431,0.117647059
543,"Snor, Tagne, Stormy",Nasa,ma,1/14/21,0.747,0.458,-6.891,1,0.451,0.303,0.0,0.252,0.47,75.029,182000,4,ar,"['ar', 'fr', 'gu']",0.5,0.310344828,0.068965517
544,Diib,Unstable V2,ma,1/14/21,0.923,0.608,-9.816,0,0.0438,0.156,0.00036,0.0686,0.325,120.02,160440,4,ar,"['ar', 'en', 'gu']",0.789473684,0.052631579,0.035087719
545,"Stormy, Draganov",OU TT,ma,1/14/21,0.832,0.552,-9.221,0,0.113,0.0771,0.000295,0.0812,0.603,102.986,244660,4,ar,"['ar', 'fr', 'en']",0.736111111,0.111111111,0.055555556
546,"Tagne, Draganov",KIKI,ma,1/14/21,0.729,0.844,-8.824,1,0.149,0.0344,2.87e-06,0.0604,0.777,131.459,275440,4,ar,"['ar', 'fr', 'ja']",0.5625,0.25,0.083333333
547,Snor La Releve,Dawk Liya,ma,1/14/21,0.61,0.399,-11.686,0,0.411,0.0355,0.0384,0.0826,0.368,149.957,156595,4,en,"['en', 'ar', 'cs']",0.975409836,0.006830601,0.00273224
548,Inkonnu,Chahid,ma,1/14/21,0.771,0.554,-10.072,0,0.0542,0.217,0.0,0.0907,0.761,159.981,228187,4,ar,"['ar', 'en', 'id']",0.772727273,0.075757576,0.060606061
549,L7or,حس بيا,ma,1/14/21,0.728,0.525,-10.161,1,0.332,0.0859,0.0,0.14,0.322,94.988,244421,4,ar,"['ar', 'ps']",0.98245614,0.01754386,0.0
550,Inkonnu,The Devil,ma,1/14/21,0.523,0.626,-9.425,1,0.155,0.0523,0.0,0.0869,0.917,134.127,214867,4,ar,"['ar', 'en', 'nl']",0.697674419,0.186046512,0.093023256
551,Figoshin,MenoPause,ma,1/14/21,0.475,0.398,-18.022,1,0.0245,0.0306,0.79,0.237,0.12,82.383,294576,4,ar,"['ar', 'fr', 'bn']",0.88976378,0.039370079,0.007874016
552,Inkonnu,Naar,ma,1/14/21,0.292,0.227,-6.453,1,0.94,0.0294,0.0,0.0884,0.396,107.997,247067,3,ar,"['ar', 'ceb', 'en']",0.9375,0.03125,0.03125
553,Madd,Bounce,ma,1/14/21,0.78,0.575,-5.628,0,0.106,0.139,0.0,0.129,0.273,81.502,222360,4,ar,"['ar', 'en', 'fr']",0.467741935,0.161290323,0.14516129
554,"OUENZA, ElGrandeToto",Ok wait,ma,1/14/21,0.628,0.542,-8.724,1,0.099,0.359,0.0,0.108,0.421,172.226,178550,4,fr,"['fr', 'ar', 'en']",0.6,0.2,0.127272727
555,Bo9al,Tarabin Taraba,ma,1/14/21,0.881,0.797,-5.466,1,0.186,0.264,0.0,0.104,0.773,139.879,140571,4,ar,"['ar', 'fr', 'ca']",0.666666667,0.092592593,0.055555556
556,Kizz Daniel,Nesesari (feat. Philkeyz),ma,1/14/21,0.774,0.802,-5.482,0,0.328,0.123,2.7e-06,0.0666,0.95,110.793,178000,4,de,"['de', 'en', 'da']",0.857142857,0.071428571,0.035714286
557,Smallx,Nishan,ma,1/14/21,0.636,0.531,-9.003,0,0.329,0.0537,0.0,0.11,0.398,157.998,196000,4,ar,"['ar', 'hi']",0.882352941,0.117647059,0.0
558,"kouz1, Tagne",J'en ai marre !,ma,1/14/21,0.768,0.917,-4.039,1,0.442,0.0377,0.0,0.0785,0.977,124.844,307604,4,ar,"['ar', 'es', 'fr']",0.815789474,0.078947368,0.026315789
559,"Maestro, ElGrandeToto",La Rue,ma,1/14/21,0.702,0.856,-4.698,1,0.458,0.0351,1.74e-05,0.0796,0.917,103.06,385827,4,es,"['es', 'gl']",0.979591837,0.020408163,0.0
560,Djalil Palermo,Engagé,ma,1/14/21,0.398,0.0662,-22.609,1,0.991,0.0401,0.909,0.113,0.326,80.364,87213,3,en,"['en', 'fr', 'es']",0.99047619,0.006349206,0.003174603
561,"Booba, JSX",Mona Lisa,ma,1/14/21,0.856,0.694,-4.393,1,0.371,0.169,0.0,0.109,0.489,122.08,324189,4,fr,['fr'],1.0,0.0,0.0
562,"Kendji Girac, Soolking",Bebeto,ma,1/14/21,0.792,0.916,-5.01,1,0.213,0.0685,3.11e-05,0.061,0.966,131.895,193533,4,fr,"['fr', 'es']",0.931034483,0.068965517,0.0
563,Inkonnu,Chbabi Ghaderni,ma,1/14/21,0.818,0.457,-9.88,0,0.607,0.159,0.0,0.194,0.465,98.017,176327,4,ar,"['ar', 'fr', 'kn']",0.88372093,0.069767442,0.023255814
564,Raid,Erta Ale,ma,1/14/21,0.519,0.464,-10.368,1,0.696,0.408,0.0107,0.24,0.187,84.283,232471,4,ar,"['ar', 'fr', 'en']",0.615384615,0.215384615,0.046153846
565,Tiiwtiiw,Galbi,ma,1/14/21,0.656,0.652,-5.856,0,0.273,0.0691,0.0,0.0938,0.667,90.042,176934,4,ar,"['ar', 'fr', 'da']",0.76,0.2,0.04
566,Mocci,Sans Toi,ma,1/14/21,0.499,0.0188,-28.836,1,0.995,0.11,0.911,0.106,0.14,81.395,127820,4,pl,['pl'],1.0,0.0,0.0
567,Dollypran,20B13,ma,1/14/21,0.869,0.466,-9.94,1,0.0623,0.419,1.39e-05,0.0907,0.545,140.128,166714,4,ar,"['ar', 'en', 'fr']",0.653061224,0.081632653,0.081632653
568,"Anys, Stormy",Si tu savais,ma,1/14/21,0.701,0.806,-6.107,1,0.471,0.037,0.0,0.359,0.713,140.961,192340,4,ar,"['ar', 'fr', 'bn']",0.745454545,0.163636364,0.018181818
569,Smallx,Aalami,ma,1/14/21,0.578,0.724,-8.827,0,0.0261,0.0701,0.0,0.282,0.108,126.935,120969,4,ar,"['ar', 'hi', 'bn']",0.827586207,0.068965517,0.034482759
570,"Tagne, kouz1",Thellaw,ma,1/14/21,0.469,0.596,-7.248,0,0.54,0.0918,9.17e-06,0.0975,0.594,100.009,199225,4,ar,"['ar', 'ca', 'ny']",0.807692308,0.057692308,0.057692308
571,Inkonnu,Vida,ma,1/14/21,0.735,0.524,-6.656,1,0.535,0.0684,0.0,0.066,0.813,94.642,156792,4,ar,"['ar', 'fr', 'gu']",0.442622951,0.213114754,0.163934426
572,"Lartiste, Balti",Amane,ma,1/14/21,0.79,0.631,-5.549,0,0.437,0.0425,0.0,0.158,0.889,94.039,190005,4,,"['az', 'ar', 'af']",,,
573,"Raid, Mc Artisan",Legendary,ma,1/14/21,0.548,0.924,-4.48,0,0.00033,0.0689,1.42e-05,0.162,0.242,124.031,244538,4,ar,"['ar', 'en', 'eu']",0.517857143,0.125,0.107142857
574,"Zubi, anatu",sugar,ma,1/14/21,0.453,0.538,-8.212,1,0.449,0.0638,0.0,0.19,0.516,122.973,204533,4,en,['en'],1.0,0.0,0.0
575,"kouz1, Bachir Zairi",Ana W Rassi,ma,1/14/21,0.79,0.648,-7.288,0,0.0669,0.0768,0.0,0.144,0.675,119.988,229000,4,ar,"['ar', 'en', 'fr']",0.730769231,0.115384615,0.038461538
576,Mok Saib,Baby Baby,ma,1/14/21,0.702,0.901,-4.45,1,0.426,0.0264,0.00153,0.0368,0.919,97.862,236973,4,en,"['en', 'ar', 'es']",0.78,0.14,0.04
577,Figoshin,Bouzbita,ma,1/14/21,0.833,0.558,-10.164,0,0.124,0.432,0.0,0.128,0.702,113.989,338943,4,ar,"['ar', 'en', 'fr']",0.826086957,0.043478261,0.028985507
578,Abduh,MHURI,ma,1/14/21,0.587,0.388,-12.893,0,0.377,0.569,2.25e-06,0.118,0.252,114.622,210000,4,ar,"['ar', 'en', 'et']",0.689655172,0.120689655,0.051724138
579,Mouh Milano,Mazalni Kima Bakri,ma,1/14/21,0.688,0.804,-5.88,0,0.314,0.0356,0.000293,0.146,0.589,105.008,224067,4,ar,"['ar', 'fr', 'hi']",0.728571429,0.242857143,0.014285714
580,"Don Bigg, Ihab Amir",Lmeryoula,ma,1/14/21,0.619,0.663,-8.895,0,0.417,0.154,0.0,0.151,0.677,156.046,244615,4,ar,"['ar', 'en', 'fr']",0.525423729,0.211864407,0.080508475
581,Mocci,9ortass,ma,1/14/21,0.664,0.743,-5.553,0,0.273,0.227,0.0,0.0973,0.743,99.862,169863,4,pt,"['pt', 'en']",0.966666667,0.033333333,0.0
582,Fec Music,DK,ma,1/14/21,0.378,0.609,-5.985,0,0.0221,0.0971,0.00106,0.0652,0.0788,87.456,255922,4,ar,"['ar', 'fr', 'ig']",0.347826087,0.347826087,0.130434783
583,kouz1,TKT,ma,1/14/21,0.496,0.523,-9.072,1,0.314,0.249,3.1e-05,0.108,0.634,90.911,169946,3,en,['en'],1.0,0.0,0.0
584,"Tawsen, Manal, ElGrandeToto",Safe Salina (Moroccan Remix),ma,1/14/21,0.829,0.577,-9.432,0,0.315,0.0833,0.0,0.109,0.303,110.959,204502,4,ar,"['ar', 'en', 'te']",0.936170213,0.042553191,0.021276596
585,Inkonnu,Tab3ini V3,ma,1/14/21,0.772,0.833,-9.448,0,0.585,0.252,1.82e-05,0.163,0.813,165.09,154279,4,ar,"['ar', 'tr', 'en']",0.78,0.08,0.06
586,"Ali Ssamid, Muslim",North Side,ma,1/14/21,0.687,0.64,-7.799,1,0.523,0.0515,1.32e-06,0.327,0.97,84.969,151493,4,ar,"['ar', 'en', 'fr']",0.577777778,0.155555556,0.155555556
587,"Furelise, Plylist",Sanami,ma,1/14/21,0.875,0.62,-8.023,0,0.104,0.0999,0.0,0.173,0.563,120.997,229320,4,en,['en'],1.0,0.0,0.0
588,Draganov,Yek Yek,ma,1/14/21,0.918,0.563,-10.076,0,0.326,0.138,0.00178,0.0741,0.291,109.01,211376,4,ar,"['ar', 'ku', 'fr']",0.454545455,0.454545455,0.045454545
589,Rvfv,Yo No Sé,ma,1/14/21,0.653,0.827,-3.206,0,0.649,0.042,0.0,0.18,0.733,95.223,259853,4,es,"['es', 'lv', 'ar']",0.818181818,0.090909091,0.068181818
590,ElGrandeToto,VitamineDZ,ma,1/14/21,0.623,0.613,-10.332,0,0.0156,0.0933,0.0,0.888,0.382,98.391,107462,4,fr,"['fr', 'en', 'ar']",0.625,0.208333333,0.166666667
591,7ari,ICON,ma,1/14/21,0.786,0.82,-5.093,0,0.222,0.232,0.0,0.575,0.49,119.982,220996,4,ar,"['ar', 'hi', 'en']",0.604166667,0.125,0.0625
592,Drake,What’s Next,ma,1/14/21,0.781,0.594,-6.959,0,0.0136,0.0485,0.0,0.162,0.0628,129.895,178154,4,en,"['en', 'tl', 'tr']",0.975,0.0125,0.0125
593,Smallx,XXL,ma,1/14/21,0.914,0.655,-5.333,0,0.00245,0.294,0.0,0.0817,0.705,143.975,153863,4,en,"['en', 'bg', 'lb']",0.97761194,0.007462687,0.007462687
594,"Nessyou, Khtek",Jouj Syouf,ma,1/14/21,0.888,0.438,-10.353,1,0.0884,0.449,0.0,0.107,0.273,91.943,182609,4,ar,"['ar', 'fr', 'en']",0.508196721,0.262295082,0.06557377
595,Smallx,Talayn,ma,1/14/21,0.732,0.581,-8.87,0,0.376,0.048,0.000603,0.147,0.628,119.989,211000,4,ar,"['ar', 'so', 'ca']",0.931034483,0.034482759,0.017241379
596,Raid,Voxel,ma,1/14/21,0.546,0.332,-13.068,0,0.715,0.369,0.0,0.111,0.296,204.962,182571,1,ar,"['ar', 'fr', 'en']",0.557692308,0.365384615,0.019230769
597,Doja Cat,Streets,ma,1/14/21,0.749,0.463,-8.433,1,0.208,0.0828,0.0371,0.337,0.19,90.028,226987,4,en,['en'],1.0,0.0,0.0
598,"Lsan L7or, Lbenj",Chokran la vie,ma,1/14/21,0.773,0.65,-7.431,0,0.179,0.0824,0.0,0.0769,0.386,110.01,239455,4,ar,"['ar', 'fr', 'es']",0.789473684,0.078947368,0.052631579
599,Inkonnu,KNZ,ma,1/14/21,0.669,0.629,-6.032,0,0.0485,0.0657,0.0,0.346,0.683,125.935,139729,4,ar,"['ar', 'cy', 'en']",0.919354839,0.048387097,0.016129032
600,"Tagne, A.L.A",Hustler,ma,1/14/21,0.661,0.746,-2.223,0,0.362,0.25,0.0,0.454,0.678,83.935,303667,4,ar,"['ar', 'en', 'fr']",0.547169811,0.20754717,0.150943396
601,Pause,Ouroboros,ma,1/14/21,0.314,0.677,-10.06,1,0.14,0.0509,0.0221,0.0803,0.161,127.326,308373,4,ar,"['ar', 'fr', 'en']",0.808510638,0.085106383,0.042553191
602,LFERDA,Lundi,ma,1/14/21,0.747,0.369,-13.406,0,0.686,0.121,0.0,0.111,0.414,77.023,224416,4,ar,"['ar', 'fr', 'mr']",0.705882353,0.196078431,0.078431373
603,"Madd, Qaayel",Pay No Mind,ma,1/14/21,0.546,0.852,-2.445,1,0.00592,0.102,0.0,0.159,0.558,112.183,249440,4,en,"['en', 'ar', 'hi']",0.868131868,0.10989011,0.010989011
604,Smallx,Briya,ma,1/14/21,0.447,0.751,-7.99,0,0.166,0.23,0.0,0.0603,0.677,86.766,180000,4,en,"['en', 'zh-CN']",0.984732824,0.015267176,0.0
605,Stormy,Sombrero,ma,1/14/21,0.646,0.571,-5.065,1,0.642,0.0396,9.49e-06,0.277,0.845,161.188,156196,3,ar,"['ar', 'en', 'fr']",0.765625,0.09375,0.0625
606,8ird,8urn,ma,1/14/21,0.79,0.534,-6.543,1,0.474,0.275,0.0,0.374,0.603,85.054,149647,4,ar,"['ar', 'en', 'fr']",0.810810811,0.135135135,0.027027027
607,Dada,Kamehameha,ma,1/14/21,0.702,0.624,-9.927,1,0.314,0.0285,0.0152,0.0669,0.947,114.542,208227,4,ar,"['ar', 'en', 'fr']",0.607843137,0.117647059,0.078431373
608,7ari,hasta la vista.,ma,1/14/21,0.798,0.741,-4.672,0,0.0236,0.153,0.0,0.356,0.753,149.981,171867,4,ar,"['ar', 'es', 'fr']",0.488888889,0.177777778,0.111111111
609,DYSTINCT,Habiba (feat. Tawsen),ma,1/14/21,0.76,0.534,-5.032,0,0.459,0.0539,0.0,0.524,0.544,100.021,194400,4,ar,"['ar', 'en', 'fr']",0.9,0.025,0.025
610,Tagne,ROUTINE,ma,1/14/21,0.641,0.249,-13.669,1,0.748,0.0733,0.0,0.316,0.109,85.998,195520,4,ar,"['ar', 'fr', 'mr']",0.872340426,0.063829787,0.063829787
611,Nessyou,Nog3a - Freestyle,ma,1/14/21,0.633,0.611,-15.386,0,0.18,0.922,0.0,0.153,0.892,96.154,54004,4,ar,"['ar', 'fr', 'mt']",0.727272727,0.090909091,0.090909091
612,Furelise,Amoriste,ma,1/14/21,0.864,0.459,-11.167,0,0.508,0.105,0.0,0.1,0.795,140.046,185710,4,ar,"['ar', 'fr', 'en']",0.428571429,0.396825397,0.079365079
613,Loun,Khalini Bohdi,ma,1/14/21,0.794,0.641,-7.287,0,0.0992,0.143,0.0,0.132,0.592,138.071,169209,4,ar,"['ar', 'en', 'fr']",0.595744681,0.361702128,0.042553191
614,Tawsen,Babour,ma,1/14/21,0.709,0.674,-6.472,1,0.367,0.0381,0.000202,0.12,0.734,104.072,161538,4,fr,"['fr', 'ar', 'it']",0.411764706,0.235294118,0.235294118
615,Mocci,Quoltalek,ma,1/14/21,0.785,0.689,-6.116,1,0.133,0.328,0.0,0.0525,0.653,106.005,177607,4,ar,"['ar', 'en', 'fr']",0.555555556,0.183531746,0.081349206
616,Pop Smoke,Invincible,ma,1/14/21,0.548,0.732,-5.652,0,0.125,0.336,0.0,0.269,0.612,142.791,127547,4,en,"['en', 'no']",0.983606557,0.016393443,0.0
617,Inkonnu,YA Lili,ma,1/14/21,0.69,0.596,-8.087,0,0.508,0.33,0.0,0.344,0.544,91.804,200411,4,ar,"['ar', 'en', 'hi']",0.838709677,0.064516129,0.032258065
618,ElGrandeToto,7elmetado 2,ma,1/14/21,0.707,0.594,-5.913,1,0.612,0.224,2.51e-06,0.171,0.361,82.001,234123,4,ar,"['ar', 'en', 'fr']",0.515625,0.171875,0.125
619,Naar,"Money Call (with Shobee, Madd, Laylow)",ma,1/14/21,0.846,0.73,-6.939,1,0.00678,0.396,0.0,0.0833,0.747,139.739,128601,4,fr,"['fr', 'ar', 'en']",0.426966292,0.382022472,0.08988764
620,"KHEA, Duki",WACHA,ar,1/14/21,0.737,0.634,-4.25,0,0.345,0.0424,0.0,0.111,0.528,94.927,206360,4,es,"['es', 'en', 'ar']",0.87,0.09,0.01
621,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",Adem√°s de M√≠ - Remix,ar,1/14/21,0.397,0.613,-5.077,1,0.0396,0.0549,0.0,0.192,0.405,78.4,330040,4,es,"['es', 'fr', 'gl']",0.9375,0.015625,0.015625
622,"Bizarrap, L-Gante","L-Gante: Bzrp Music Sessions, Vol.38",ar,1/14/21,0.553,0.819,-3.083,1,0.368,0.257,1.36e-05,0.0915,0.761,87.913,192348,4,es,"['es', 'tl', 'en']",0.9375,0.0375,0.0125
623,"Rochy RD, Myke Towers, Nicki Nicole",Ella No Es Tuya - Remix,ar,1/14/21,0.585,0.611,-4.132,1,0.39,0.288,0.0,0.649,0.962,97.041,218107,4,es,"['es', 'en', 'no']",0.893939394,0.03030303,0.03030303
624,"Myke Towers, Juhn",Bandido,ar,1/14/21,0.713,0.617,-4.637,1,0.122,0.0887,0.0,0.0962,0.682,168.021,232853,4,es,"['es', 'en', 'pt']",0.924528302,0.056603774,0.018867925
625,Maria Becerra,Acaramelao,ar,1/14/21,0.705,0.721,-3.409,1,0.457,0.0475,0.0,0.121,0.519,159.935,185258,4,es,"['es', 'en']",0.985074627,0.014925373,0.0
626,"Maria Becerra, Cazzu",Animal,ar,1/14/21,0.482,0.833,-5.611,1,0.000346,0.0449,0.0,0.365,0.74,148.039,212293,4,es,"['es', 'en', 'ar']",0.591549296,0.126760563,0.028169014
627,"Rauw Alejandro, Anuel AA",Reloj,ar,1/14/21,0.823,0.537,-2.639,1,0.176,0.209,3.98e-06,0.123,0.615,175.946,231595,4,es,['es'],1.0,0.0,0.0
628,"Migrantes, Alico",Si Me Tomo Una Cerveza,ar,1/14/21,0.72,0.613,-6.899,0,0.185,0.0572,0.0,0.155,0.857,84.974,182199,4,es,"['es', 'tl', 'tr']",0.898305085,0.033898305,0.033898305
629,"L-Gante, El Mas Ladron, DT.Bilardo",Pistola,ar,1/14/21,0.687,0.626,-3.906,0,0.554,0.484,4.19e-05,0.178,0.792,184.058,236780,4,es,"['es', 'en', 'af']",0.80733945,0.119266055,0.055045872
630,"Camilo, El Alfa",BEB√â,ar,1/14/21,0.862,0.72,-4.048,1,0.487,0.0379,1.19e-06,0.0604,0.965,129.972,198707,4,es,"['es', 'en']",0.901960784,0.098039216,0.0
631,"Maria Becerra, Rusherking",Confiesalo,ar,1/14/21,0.935,0.44,-7.27,0,0.39,0.0713,0.000395,0.0823,0.657,100.023,197112,4,es,['es'],1.0,0.0,0.0
632,"Camilo, Evaluna Montaner",Machu Picchu,ar,1/14/21,0.788,0.789,-2.39,1,0.397,0.124,0.0,0.226,0.867,167.897,179005,4,es,"['es', 'fr', 'ar']",0.787234043,0.127659574,0.042553191
633,"Nicki Nicole, Dread Mar I, Bizarrap",Verte,ar,1/14/21,0.857,0.647,-4.152,0,0.391,0.0984,1.2e-06,0.0842,0.553,95.982,267500,4,en,"['en', 'it']",0.980769231,0.019230769,0.0
634,KAROL G,BICHOTA,ar,1/14/21,0.863,0.666,-4.158,0,0.212,0.152,0.000493,0.103,0.838,163.908,178947,4,es,"['es', 'ht', 'en']",0.819672131,0.131147541,0.032786885
635,Justin Quiles,Ponte Pa' Mi,ar,1/14/21,0.878,0.713,-4.566,0,0.0581,0.0948,0.0,0.0822,0.615,92.028,202373,4,es,"['es', 'it']",0.926470588,0.073529412,0.0
636,Myke Towers,Explícito,ar,1/14/21,0.828,0.83,-3.371,1,0.348,0.047,1.6e-05,0.0613,0.422,95.007,195066,4,es,"['es', 'en', 'nl']",0.873417722,0.025316456,0.025316456
637,Luck Ra,Te Mentiria,ar,1/14/21,0.748,0.718,-8.131,1,0.266,0.0612,0.0,0.241,0.627,100.001,227800,4,es,"['es', 'en']",0.95652174,0.04347826,0.0
638,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,ar,1/14/21,0.824,0.837,-4.603,1,0.573,0.107,1.66e-05,0.271,0.58,100.021,289933,4,es,"['es', 'en', 'fr']",0.81081081,0.0990991,0.01801802
639,"El Reja, Lira",Bésame,ar,1/14/21,0.67,0.865,-2.469,1,0.0164,0.035,7.4e-06,0.12,0.671,97.008,212840,4,es,"['es', 'ca', 'en']",0.89473684,0.05263158,0.05263158
640,"KAROL G, Mariah Angeliq",EL MAKINON,ar,1/14/21,0.635,0.706,-3.224,0,0.256,0.125,0.0,0.108,0.443,88.863,209160,4,en,"['en', 'es', 'el']",0.85,0.04,0.02
641,"L-Gante, DT.Bilardo, Omar Varela, Dillom",Tinty Nasty,ar,1/14/21,0.793,0.487,-10.167,1,0.334,0.473,0.0,0.0927,0.554,169.973,187059,4,es,"['es', 'en', 'pt']",0.8030303,0.12121212,0.03030303
642,"Nicky Jam, Myke Towers",Polvo,ar,1/14/21,0.763,0.621,-6.169,0,0.0105,0.066,2.94e-06,0.106,0.582,82.042,211130,4,es,"['es', 'en']",0.97297297,0.02702703,0.0
643,"Sebastian Yatra, Guaynaa",Chica Ideal,ar,1/14/21,0.574,0.891,-3.665,0,0.0847,0.157,0.0,0.16,0.707,100.978,183240,4,es,"['es', 'en', 'hi']",0.92424242,0.06060606,0.01515152
644,"Ozuna, J Balvin, Chencho Corleone",Una Locura,ar,1/14/21,0.714,0.761,-4.596,0,0.139,0.0427,0.00035,0.241,0.906,168.022,230693,4,es,"['es', 'en', 'it']",0.84090909,0.04545455,0.04545455
645,Duki,Chico Estrella,ar,1/14/21,0.718,0.725,-4.279,0,0.118,0.0522,0.0,0.17,0.57,139.988,170310,4,es,"['es', 'en', 'yo']",0.73076923,0.13461538,0.09615385
646,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",Travesuras - Remix,ar,1/14/21,0.739,0.788,-5.198,1,0.0513,0.0731,0.0,0.282,0.473,175.996,324426,4,es,"['es', 'en', 'gl']",0.94736842,0.01754386,0.01754386
647,"Bizarrap, Nathy Peluso","Nathy Peluso: Bzrp Music Sessions, Vol. 36",ar,1/14/21,0.65,0.655,-3.71,0,0.25,0.405,0.0,0.0691,0.735,94.059,171215,4,es,"['es', 'en']",0.88461538,0.11538462,0.0
648,Daddy Yankee,PROBLEMA,ar,1/14/21,0.773,0.8,-3.17,0,0.0613,0.0987,0.00403,0.0327,0.842,89.988,184507,4,es,"['es', 'it', 'pt']",0.81944444,0.04166667,0.04166667
649,CNCO,Tan Enamorados,ar,1/14/21,0.656,0.705,-4.262,0,0.166,0.0908,0.0,0.202,0.53,172.003,179032,4,es,['es'],1.0,0.0,0.0
650,"Nicki Nicole, Lunay",No Toque Mi Naik,ar,1/14/21,0.763,0.784,-3.131,1,0.284,0.203,4.5e-06,0.145,0.609,95.045,143925,4,en,"['en', 'es', 'el']",0.85,0.04,0.02
651,"Wisin, Myke Towers, Los Legendarios",Mi Niña,ar,1/14/21,0.823,0.821,-3.402,0,0.31,0.166,4.28e-06,0.143,0.791,99.999,213314,4,es,"['es', 'en', 'no']",0.96969697,0.01515152,0.01515152
652,Maluma,Hawái,ar,1/14/21,0.766,0.788,-3.128,0,0.105,0.312,5.81e-06,0.142,0.609,179.984,200482,4,en,"['en', 'es', 'tl']",0.93333333,0.04444444,0.02222222
653,"Cazzu, DJ Alan Gomez",TURRA,ar,1/14/21,0.734,0.7,-4.677,1,0.427,0.255,0.000143,0.0956,0.714,173.846,206400,4,es,"['es', 'ca', 'co']",0.89655172,0.03448276,0.03448276
654,"L-Gante, DT.Bilardo",Malianteo 420,ar,1/14/21,0.72,0.655,-6.773,0,0.153,0.291,0.0,0.314,0.759,169.867,195529,4,es,"['es', 'tl', 'gl']",0.87341772,0.07594937,0.01265823
655,Farruko,La Tóxica,ar,1/14/21,0.659,0.701,-4.107,1,0.0882,0.164,0.0,0.0866,0.623,91.97,180520,4,es,"['es', 'hi']",0.9787234,0.0212766,0.0
656,"Lyanno, Rauw Alejandro, Lenny Tav√°rez, Maria Becerra",En Tu Cuerpo - Remix,ar,1/14/21,0.742,0.497,-9.381,0,0.249,0.0746,0.00335,0.0993,0.558,156.013,310860,4,es,"['es', 'en', 'ar']",0.91358025,0.04938272,0.01234568
657,"Maluma, Lenny Tav√°rez",Parce (feat. Justin Quiles),ar,1/14/21,0.691,0.739,-3.09,0,0.422,0.229,3.95e-06,0.11,0.884,83.897,248345,4,es,"['es', 'en', 'sk']",0.82978723,0.06382979,0.04255319
658,Nathy Peluso,DELITO,ar,1/14/21,0.54,0.508,-7.868,0,0.522,0.29,1.13e-05,0.0755,0.653,82.606,203137,4,es,"['es', 'it']",0.98387097,0.01612903,0.0
659,Camilo,Vida de Rico,ar,1/14/21,0.824,0.457,-5.428,1,0.167,0.0543,0.0,0.041,0.95,87.977,187427,4,es,['es'],1.0,0.0,0.0
660,"The La Planta, Nestor En Bloque, Marka Akme, MOMO, Pushi",Barrio Prendido,ar,1/14/21,0.59,0.539,-8.251,0,0.168,0.0934,0.0,0.138,0.966,116.145,240008,3,es,"['es', 'gl', 'id']",0.94594595,0.01351351,0.01351351
661,"Alex Rose, Rauw Alejandro",Me Fije,ar,1/14/21,0.76,0.674,-4.039,0,0.396,0.0636,3.54e-05,0.0977,0.735,172.024,202307,4,es,"['es', 'en', 'nl']",0.8,0.12,0.04
662,"Sech, Daddy Yankee, J Balvin, ROSAL√çA, Farruko",Relación - Remix,ar,1/14/21,0.793,0.771,-3.417,1,0.0337,0.0959,1.51e-06,0.284,0.835,171.943,247308,4,es,"['es', 'en', 'gl']",0.94565217,0.01086957,0.01086957
663,"Rauw Alejandro, J Balvin",De Cora <3,ar,1/14/21,0.811,0.683,-2.028,0,0.46,0.241,4.75e-05,0.128,0.571,176.037,190101,4,en,"['en', 'nl', 'ar']",0.84,0.02,0.01
